Site Name,Experiment Name,Experiment Number,Treatments_all,Treatment,Treatment replication,Vegetation type,Plants specs,Start Date,Start Year,End Year,End Date,Age at start,Remarks,Water,Start of w treatment,End of w treatment,WQuantity control,WQuantity treament,Unit WQuantity,WRegulation,WDistribution,SWC change,Warming,TQuantity air control,TQuantity air treatment,TQuantity soil control,TQuantity soil treatment,TDistribution,Warming type,CO2,CQuantity Control,CQuantity Treatment,Cdistribution,Fumigation type,Nutrients,Type,QuantityAll,DistributionAll,N form,N Quantity control,N Quantity treatment,N Quantity unit,N Distribution,P form,P Quantity control,P Quantity treatment,P Quantity unit,P Distribution,K form,K Quantity control,K Quantity treatment,K Quantity unit,K Distribution,Other nutrient forms,Other nutrients quantity control,Other nutrients quantity treatment,Extra nutrient info,Other treatments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_7_c,,CO2xFertilization,c,3,Oryza sativa L.,"Wuxingjing 14 (a japonica cultivar) during the 2004 to 2010 rice growing seasons, and Wuyunjing 21 (another japonica cultivar) during the 2011 to 2014 rice seasons",june 2004,2004,2014,,1,,,,,,,,,,,,,,,,,,Treatment,ambient,(+200),pure CO2 gas was released 24 h day -1 from peripheral emission tubes set at 50 cm above the crop canopy. CO2 release was controlled by a computer program with an algorithm based on wind speed and direction to keep the target CO2 concentration within the FACE plot.,FACE,Treatment,"N: urea, compound fertilizer. K, P: compound fertilizer","During the 2004-2012 growing seasons, two levels of N were supplied as urea (N, 46.3%) and compound chemical fertilizer (N:P2O5:K2O ¼ 15:15:15, %): low (LN, 125 kg N ha 1 yr 1) and normal (NN, 225 kg N ha 1 yr 1). For the two N levels, phosphorous (P) and potassium (K) were applied as compound chemical fertilizer at a rate of 70 kg P2O5 ha 1 yr 1 and 70 kg K2O ha 1 yr 1. However, during the 2013e2014 growing seasons, the low N levels with both ambient and elevated CO2 treatments were eliminated, and only normal N levels with both ambient and elevated CO2 treatments were retained. Specifically, the N level was 225 kg N ha 1 yr 1, P was applied at 90 kg P2O5 ha 1 yr 1, and K was applied at 90 kg K2O ha 1 yr 1.",,"N was applied as a basal dressing (40% of the total) one day prior to transplanting, as a top dressing at early tillering (30% of the total), and at the panicle initiation (PI) stage (30% of the total).",,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_7_f,,CO2xFertilization,f,3,Oryza sativa L.,"Wuxingjing 14 (a japonica cultivar) during the 2004 to 2010 rice growing seasons, and Wuyunjing 21 (another japonica cultivar) during the 2011 to 2014 rice seasons",june 2004,2004,2014,,1,,,,,,,,,,,,,,,,,,Ambient,ambient,(+200),pure CO2 gas was released 24 h day -1 from peripheral emission tubes set at 50 cm above the crop canopy. CO2 release was controlled by a computer program with an algorithm based on wind speed and direction to keep the target CO2 concentration within the FACE plot.,FACE,Treatment,"N: urea, compound fertilizer. K, P: compound fertilizer","During the 2004-2012 growing seasons, two levels of N were supplied as urea (N, 46.3%) and compound chemical fertilizer (N:P2O5:K2O ¼ 15:15:15, %): low (LN, 125 kg N ha 1 yr 1) and normal (NN, 225 kg N ha 1 yr 1). For the two N levels, phosphorous (P) and potassium (K) were applied as compound chemical fertilizer at a rate of 70 kg P2O5 ha 1 yr 1 and 70 kg K2O ha 1 yr 1. However, during the 2013e2014 growing seasons, the low N levels with both ambient and elevated CO2 treatments were eliminated, and only normal N levels with both ambient and elevated CO2 treatments were retained. Specifically, the N level was 225 kg N ha 1 yr 1, P was applied at 90 kg P2O5 ha 1 yr 1, and K was applied at 90 kg K2O ha 1 yr 1.",,"N was applied as a basal dressing (40% of the total) one day prior to transplanting, as a top dressing at early tillering (30% of the total), and at the panicle initiation (PI) stage (30% of the total).",,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_7_cf,,CO2xFertilization,cf,3,Oryza sativa L.,"Wuxingjing 14 (a japonica cultivar) during the 2004 to 2010 rice growing seasons, and Wuyunjing 21 (another japonica cultivar) during the 2011 to 2014 rice seasons",june 2004,2004,2014,,1,,,,,,,,,,,,,,,,,,Treatment,ambient,(+200),pure CO2 gas was released 24 h day -1 from peripheral emission tubes set at 50 cm above the crop canopy. CO2 release was controlled by a computer program with an algorithm based on wind speed and direction to keep the target CO2 concentration within the FACE plot.,FACE,Treatment,"N: urea, compound fertilizer. K, P: compound fertilizer","During the 2004-2012 growing seasons, two levels of N were supplied as urea (N, 46.3%) and compound chemical fertilizer (N:P2O5:K2O ¼ 15:15:15, %): low (LN, 125 kg N ha 1 yr 1) and normal (NN, 225 kg N ha 1 yr 1). For the two N levels, phosphorous (P) and potassium (K) were applied as compound chemical fertilizer at a rate of 70 kg P2O5 ha 1 yr 1 and 70 kg K2O ha 1 yr 1. However, during the 2013e2014 growing seasons, the low N levels with both ambient and elevated CO2 treatments were eliminated, and only normal N levels with both ambient and elevated CO2 treatments were retained. Specifically, the N level was 225 kg N ha 1 yr 1, P was applied at 90 kg P2O5 ha 1 yr 1, and K was applied at 90 kg K2O ha 1 yr 1.",,"N was applied as a basal dressing (40% of the total) one day prior to transplanting, as a top dressing at early tillering (30% of the total), and at the panicle initiation (PI) stage (30% of the total).",,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,Both P and K were applied as a basal dressing one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_8_c,,CO2xFertilization,c,3,Oryza sativa L.,hybrid indica cultivar Xianyou 63,20.05.05,2005,2006,,1,,irrigation/draining,,,,,,"The paddy fields were flooded with water (about 5 cm deep) from June 13 to July 10, drained several times fromJuly 11 to August 4, and then flooded intermittently from August 5 to 10 d before harvest.",,,,,,,,,,Treatment,370,(+200),,FACE,Treatment,urea,"Two levels of N were supplied as urea: low (LN, 125 kg ha−1) and normal (NN, 250 kg ha−1). Phosphorus (P) and potassium (K) were applied at equal rates of 70 kg ha−1",,"N was applied as basal fertilizer one day before transplanting, as side-dressing at early tillering on 21 June (60% of the total), and at panicle initiation on 28 July (40%).",,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_8_f,,CO2xFertilization,f,3,Oryza sativa L.,hybrid indica cultivar Xianyou 63,20.05.05,2005,2006,,1,,irrigation/draining,,,,,,"The paddy fields were flooded with water (about 5 cm deep) from June 13 to July 10, drained several times fromJuly 11 to August 4, and then flooded intermittently from August 5 to 10 d before harvest.",,,,,,,,,,Ambient,370,(+200),,FACE,Treatment,urea,"Two levels of N were supplied as urea: low (LN, 125 kg ha−1) and normal (NN, 250 kg ha−1). Phosphorus (P) and potassium (K) were applied at equal rates of 70 kg ha−1",,"N was applied as basal fertilizer one day before transplanting, as side-dressing at early tillering on 21 June (60% of the total), and at panicle initiation on 28 July (40%).",,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_8_cf,,CO2xFertilization,cf,3,Oryza sativa L.,hybrid indica cultivar Xianyou 63,20.05.05,2005,2006,,1,,irrigation/draining,,,,,,"The paddy fields were flooded with water (about 5 cm deep) from June 13 to July 10, drained several times fromJuly 11 to August 4, and then flooded intermittently from August 5 to 10 d before harvest.",,,,,,,,,,Treatment,370,(+200),,FACE,Treatment,urea,"Two levels of N were supplied as urea: low (LN, 125 kg ha−1) and normal (NN, 250 kg ha−1). Phosphorus (P) and potassium (K) were applied at equal rates of 70 kg ha−1",,"N was applied as basal fertilizer one day before transplanting, as side-dressing at early tillering on 21 June (60% of the total), and at panicle initiation on 28 July (40%).",,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,Phosphorus (P) and potassium (K) were applied as basal fertilizer at equal rates of 70 kg ha−1 on June 14.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_9_c,,CO2,c,3,Oryza sativa L.,"two hybrid varieties, IIYou084 (TY-084) and YangLiangYou6 (YLY-6), and two indica varieties, ZhenXian96 (ZX-96) and YangDao8 (YD-8)",,2004,2004,,,"probleem met gegevens extractie engauge, kan later nog aangevuld worden",,,,,,,,,,,,,,,,,,355 (+- 15),(+200 (+-40)),,FACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_Tr_1_c,,CO2,c,3,"Oryza sativa L., Triticum aestivum L.",cultivar Wuxiangjing 14,june 2004,2004,2007,october 2007,1,note the different amounts of fertilizer and residue application used,irrigation/draining,,, ,,,"The fields were irrigated 2 or 3 days before rice transplanting, and a 1-week long mid-season drainage occurred at approximately 30 days after transplanting (DAT). After the drainage, the fields were intermittently irrigated until the final drainage, which occurred approximately 3–4 weeks before the harvest. No irrigation was adopted after the last drainage, and this lasted until the submergence for the cultivation of rice in the following year.",,,,,,,,,,Treatment,375,(+200 (+-40)),the plants were grown within 12 m diameter ‘rings’ in which pure CO2 gas was released from peripheral emission tubes set 0.5 m above the canopy,FACE,Fertilizer,"Ammonium-based nitrogen fertilizers (urea plus compound fertilizer—N: P2O5:K2O = 15 %:15 %:15 %) and wheat residues. For N0 subplots in 2006 and 2007, phosphorous fertilizer was Ca(H2PO4)2 and potassium fertilizer was KCl. For all the other nitrogen subplots, phosphorous and potassium fertilizers were from compound fertilizers (N:P2O5:K2O = 15 %:15 %:15 %).","Four levels of nitrogen addition rates (0, 125, 250 and 350 kg N ha-1, which are hereinafter referred to as N0, N125, N250 and N350, respectively) were applied for both the FACE and ambient treatments in the rice season. N125 and N250 were applied in 2004 and 2005, and N0 and N350 were applied in 2006 and 2007. For each nitrogen subplot, three wheat residue incorporation rates (0, 1,000 and 2,000 kg C ha-1, hereinafter referred to as ZR, MR and HR, respectively) were applied in 2004–2006. In 2007, however, only ZR was applied.",,,,,,,Phosphorous and potassium fertilizers were basally applied in all of the subplots at the rates of 33 kg P ha-1 and 62 kg K h in each rice season,,,,,Phosphorous and potassium fertilizers were basally applied in all of the subplots at the rates of 33 kg P ha-1 and 62 kg K h in each rice season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_Tr_2_c,,CO2xFertilization,c,3,"Oryza sativa L., Triticum aestivum L.",,may 2007/2008,2007/2008,2007/2008,,1,,irrigation/draining,,,,,,"Typical irrigation regimes of the surrounding areas were conducted. Each plot was randomly irrigated with nearby river water through agricultural irrigation ditches, submerged with water (about 5 cm in depth) from mid-June to mid-July, then drained several times to the beginning of August, and afterwards flooded with intermittent irrigation until 10 days before harvest.",,,,,,,,,,,ambient,(+200),,FACE,,,high and low level N (25 and 12.5 g m-2),,"About 36% of the total N was applied 1 day prior to transplanting and 24% at early tillering on 6 days after transplanting (DAT), and the other 40% at panicle initiation on 43 DAT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_Tr_2_f,,CO2xFertilization,f,3,"Oryza sativa L., Triticum aestivum L.",,may 2007/2008,2007/2008,2007/2008,,1,,irrigation/draining,,,,,,"Typical irrigation regimes of the surrounding areas were conducted. Each plot was randomly irrigated with nearby river water through agricultural irrigation ditches, submerged with water (about 5 cm in depth) from mid-June to mid-July, then drained several times to the beginning of August, and afterwards flooded with intermittent irrigation until 10 days before harvest.",,,,,,,,,,,ambient,(+200),,FACE,,,high and low level N (25 and 12.5 g m-2),,"About 36% of the total N was applied 1 day prior to transplanting and 24% at early tillering on 6 days after transplanting (DAT), and the other 40% at panicle initiation on 43 DAT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_Tr_2_cf,,CO2xFertilization,cf,3,"Oryza sativa L., Triticum aestivum L.",,may 2007/2008,2007/2008,2007/2008,,1,,irrigation/draining,,,,,,"Typical irrigation regimes of the surrounding areas were conducted. Each plot was randomly irrigated with nearby river water through agricultural irrigation ditches, submerged with water (about 5 cm in depth) from mid-June to mid-July, then drained several times to the beginning of August, and afterwards flooded with intermittent irrigation until 10 days before harvest.",,,,,,,,,,,ambient,(+200),,FACE,,,high and low level N (25 and 12.5 g m-2),,"About 36% of the total N was applied 1 day prior to transplanting and 24% at early tillering on 6 days after transplanting (DAT), and the other 40% at panicle initiation on 43 DAT.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_10_c,,CO2,c,3,Oryza sativa L.,"Koshihikari (KH), Yangdao 6Hao (Y6), IIY084(II 84), Zhonghua14 (Z14), Wuyunjing21 (W21), Takanari (TK)",,,,,1,,,,,,,,,,,,,,,,,,Treatment,ambient,571/588 (2012/2013),pure CO2 gas was released 24 h day−1 from peripheral emission tubes set at 50 cm above the crop canopy.,,,"N: ? P, K as compound fertilizer",N: at 22.5 g N m−2 each season,,"applied as a basal dressing (40% of the seasonal total), 1 day prior to transplanting and as a top dressing at early tillering (30% of the seasonal total) and at panicle initiation (PI) stage (30% of the seasonal total)",,,,,applied as a basal dressing 1 daybefore transplanting,,,,,applied as a basal dressing 1 daybefore transplanting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_11_c,,CO2xWarming,c,3,Oryza sativa L.,japonica rice NJ9108,20.05.15,2015,2016,,1,,,,,,,,,,,Ambient,ambient,1°C on average,,,"the temperature control system contained seven subplots (each 2.7m long, 0.76m wide), which were heated by sixteen copper pipes installed at the top of the canopy. Heat radiation emitted from hot water running through the copper pipes increased the air temperature around the plant canopy by approximately 1.. The hot water flow rate was regulated based on the wind speed over the canopy. The copper pipes were adjusted weekly to keep their height above the canopy during the growth cycle.",,Treatment,ambient,(+200),Each octagonal FACE plot was encircled by tubes that injected pure CO2 above the plant canopy. The target CO2 concentration was 200 μmol mol−1 above the canopy of the ambient plot. The CO2 concentration was controlled by a computer programme with an algorithm based on wind speed and direction to maintain the target CO2 concentration within the FACE plot.,FACE,Fertilizer,"urea, compound fertilizer, 9 g P2O5 m–2 and 9 g K2O m–2","N was applied in the form of urea (N, 46%) and as a compound chemical fertilizer (N:P2O5:K2O=15:15:15%) at 22.5 g m–2.",,"N was split into three applications, as a basal dressing one day before transplanting (40% of the total) and as a top dressing at the early tillering stage (30% of the total) and at panicle initiation (30% of the total).",,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_11_w,,CO2xWarming,w,3,Oryza sativa L.,japonica rice NJ9108,20.05.15,2015,2016,,1,,,,,,,,,,,Treatment,ambient,1°C on average,,,"the temperature control system contained seven subplots (each 2.7m long, 0.76m wide), which were heated by sixteen copper pipes installed at the top of the canopy. Heat radiation emitted from hot water running through the copper pipes increased the air temperature around the plant canopy by approximately 1.. The hot water flow rate was regulated based on the wind speed over the canopy. The copper pipes were adjusted weekly to keep their height above the canopy during the growth cycle.",,Ambient,ambient,(+200),Each octagonal FACE plot was encircled by tubes that injected pure CO2 above the plant canopy. The target CO2 concentration was 200 μmol mol−1 above the canopy of the ambient plot. The CO2 concentration was controlled by a computer programme with an algorithm based on wind speed and direction to maintain the target CO2 concentration within the FACE plot.,FACE,Fertilizer,"urea, compound fertilizer, 9 g P2O5 m–2 and 9 g K2O m–2","N was applied in the form of urea (N, 46%) and as a compound chemical fertilizer (N:P2O5:K2O=15:15:15%) at 22.5 g m–2.",,"N was split into three applications, as a basal dressing one day before transplanting (40% of the total) and as a top dressing at the early tillering stage (30% of the total) and at panicle initiation (30% of the total).",,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiceFACE_China_33N_120E,RiceFACE_China_33N_120E_Or_11_cw,,CO2xWarming,cw,3,Oryza sativa L.,japonica rice NJ9108,20.05.15,2015,2016,,1,,,,,,,,,,,Treatment,ambient,1°C on average,,,"the temperature control system contained seven subplots (each 2.7m long, 0.76m wide), which were heated by sixteen copper pipes installed at the top of the canopy. Heat radiation emitted from hot water running through the copper pipes increased the air temperature around the plant canopy by approximately 1.. The hot water flow rate was regulated based on the wind speed over the canopy. The copper pipes were adjusted weekly to keep their height above the canopy during the growth cycle.",,Treatment,ambient,(+200),Each octagonal FACE plot was encircled by tubes that injected pure CO2 above the plant canopy. The target CO2 concentration was 200 μmol mol−1 above the canopy of the ambient plot. The CO2 concentration was controlled by a computer programme with an algorithm based on wind speed and direction to maintain the target CO2 concentration within the FACE plot.,FACE,Fertilizer,"urea, compound fertilizer, 9 g P2O5 m–2 and 9 g K2O m–2","N was applied in the form of urea (N, 46%) and as a compound chemical fertilizer (N:P2O5:K2O=15:15:15%) at 22.5 g m–2.",,"N was split into three applications, as a basal dressing one day before transplanting (40% of the total) and as a top dressing at the early tillering stage (30% of the total) and at panicle initiation (30% of the total).",,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,Phosphorus (P) and potassium (K) were applied as a compound fertilizer consisting of 9 g P2O5 m–2 and 9 g K2O m–2 one day before transplanting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
