variable,reference,lat,lon,mat,map,ph_soil,species,family,genus,photopathway,legume,managed,growthform,functionaltype,broadleaf_conifer,evergreen_deciduous,ninorg_form,ndep_kg_ha_yr,duration_yr,load,value_t,value_c,n_t,n_c,sd_t,sd_c,ln_rr,v,w,cluster,w_dash,,,,,,,,,,,,,,,,
Aarea,Fetcher-1996-Journal of Ecology,18.3N,68.82W,26.1,3455,NA,Palicourea riparia,Rubiaceae,Palicourea,C3,non-legumes,Managed,Woody,Shrub,NA,NA,Urea,135,1,135,7.33,7.72,3,8,1.83,1.89,-0.05176,0.02821,35.44685,34,35.44685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Fetcher-1996-Journal of Ecology,18.3N,68.82W,26.1,3455,NA,Phytolacca rivinoides,Phytolaccaceae,Phytolacca,C3,non-legumes,Managed,Herb,Forb,NA,NA,Urea,135,1,135,13.2,9.21,1,4,4.24,0,0.3601,0.10323,9.68723,35,9.68723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2014-Guihaia,NA,NA,NA,NA,NA,Potentilla fruiticosa,Rosaceae,Potentilla,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,50,1,50,3.89,4.82,3,3,0.21,0.19,-0.21373,0.00146,684.77983,36,342.389915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2014-Guihaia,NA,NA,NA,NA,NA,Potentilla fruiticosa,Rosaceae,Potentilla,C3,non-legumes,Natural,Woody,Shrub,NA,NA,Urea,100,1,100,5.57,4.82,3,3,0.35,0.19,0.14432,0.00185,539.77503,36,269.887515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2016-Forests,32.85N,120.85E,15,1061,8.42,Ginkgo biloba,Ginkgoaceae,Ginkgo,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,Urea,NA,2,NA,10.25,8.23,3,3,1.42,0.83,0.21949,0.00979,102.16864,37,25.54216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2016-Forests,32.85N,120.85E,15,1061,8.42,Ginkgo biloba,Ginkgoaceae,Ginkgo,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,Urea,NA,2,NA,10.75,8.23,3,3,0.64,0.83,0.26712,0.00457,218.73486,37,54.683715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2016-Forests,32.85N,120.85E,15,1061,8.42,Ginkgo biloba,Ginkgoaceae,Ginkgo,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,Urea,NA,2,NA,11.74,8.23,3,3,0.6,0.83,0.35522,0.00426,234.69052,37,58.67263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Guo-2016-Forests,32.85N,120.85E,15,1061,8.42,Ginkgo biloba,Ginkgoaceae,Ginkgo,C3,non-legumes,Managed,Woody,Tree,Conifer,Deciduous,Urea,NA,2,NA,12.3,8.23,3,3,0.47,0.83,0.40181,0.00388,257.93267,37,64.4831675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Han-2016-Pratacultural Science,35.95N,104.15E,6.7,382,8.3,Stipa bungeana,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,Urea,92,1,92,14.9,13.65,5,5,2.28,2.37,0.08762,0.01071,93.35102,38,31.11700667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Han-2016-Pratacultural Science,35.95N,104.15E,6.7,382,8.3,Stipa bungeana,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,Urea,46,1,46,15.43,13.65,5,5,2.44,2.37,0.12257,0.01103,90.65801,38,30.21933667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Han-2016-Pratacultural Science,35.95N,104.15E,6.7,382,8.3,Stipa bungeana,Poaceae,Stipa,C3,non-legumes,Natural,Herb,Grass,NA,NA,Urea,138,1,138,20.99,13.65,5,5,3.41,2.37,0.43031,0.01131,88.43481,38,29.47827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2014-Guangdong Agricultural Sciences,NA,NA,6.2,662,NA,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,150,1,150,10.02,10.11,3,3,2.27,2.47,-0.00864,0.03691,27.09086,40,6.772715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2014-Guangdong Agricultural Sciences,NA,NA,6.2,662,NA,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,25,1,25,10.52,10.11,3,3,1.08,2.47,0.04007,0.02337,42.79528,40,10.69882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2014-Guangdong Agricultural Sciences,NA,NA,6.2,662,NA,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,50,1,50,10.75,10.11,3,3,2.66,2.47,0.06201,0.0403,24.81496,40,6.20374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2014-Guangdong Agricultural Sciences,NA,NA,6.2,662,NA,Pinus tabulaeformis,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,15,1,15,11.14,10.11,3,3,0.39,2.47,0.09733,0.02024,49.40185,40,12.3504625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,4,200,2.393699,2.7708423,4,4,0.172414,0.7088373,-0.14631,0.01766,56.63155,41,14.1578875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,4,200,2.604427,2.7708423,4,4,1.49429,0.7088373,-0.06194,0.09866,10.136,41,2.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,25,4,100,3.789155,2.7708423,4,4,1.800779,0.7088373,0.31299,0.07283,13.73144,41,3.43286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,25,4,100,3.827469,2.7708423,4,4,2.777815,0.7088373,0.32305,0.14804,6.75484,41,1.68871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,25,4,100,4.314831,5.2697115,4,4,0.977061,2.1073295,-0.19992,0.0528,18.94012,42,4.73503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,4,200,4.432773,5.2697115,4,4,1.724151,2.1073295,-0.17295,0.0778,12.85339,42,3.2133475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,4,200,4.950014,5.2697115,4,4,1.666692,2.1073295,-0.06259,0.06832,14.6367,42,3.659175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jiang-2018-Science of the Total Environment,24.37N,113.08E,20.8,2364,5.25,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,25,4,100,5.330157,5.2697115,4,4,0.996206,2.1073295,0.01141,0.04871,20.5289,42,5.132225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Jing-2016-Journal of Forestry Research,42.40N,128.96E,3.6,695,5.9,Fraxinus mandshurica,Oleaceae,Fraxinus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4NO3,69,1,69,12.6,8.1,4,4,1.6,2.2,0.44183,0.02247,44.49675,43,44.49675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kellomaki-1997-Tree Physiology,62.78N,30.97E,2.2,656,4.6,Pinus sylvestris,Pinaceae,Pinus,C3,non-legumes,Natural,Woody,Tree,Conifer,Evergreen,NH4NO3,437.5,1,437.5,18.914806,16.041086,6,6,4.222102,3.885141,0.16479,0.01808,55.30654,44,55.30654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Carpinus cordata,Betulaceae,Carpinus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,1,60,3.011895,2.579581,3,3,0.586401,0.266779,0.15494,0.0162,61.72625,45,30.863125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Carpinus cordata,Betulaceae,Carpinus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,2,120,3.847682,2.398941,3,3,0.213178,0.160154,0.47244,0.00251,398.59002,45,199.29501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Magnolia hyporeuca,Magnoliaceae,Magnolia,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,1,60,5.849566,6.09516,3,3,1.013802,0.906961,-0.04113,0.01739,57.49475,46,28.747375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Magnolia hyporeuca,Magnoliaceae,Magnolia,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,2,120,6.747182,5.514193,3,3,0.426499,0.106661,0.2018,0.00146,686.52336,46,343.26168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Prunus ssiori,Rosaceae,Prunus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,1,60,3.773043,3.556397,3,3,0.159685,0.213466,0.05913,0.0018,556.17594,47,278.08797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Prunus ssiori,Rosaceae,Prunus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,2,120,2.914682,2.482493,3,3,0.106517,0.320307,0.1605,0.00599,166.82074,47,83.41037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Quercus mongolica,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,1,60,5.427352,4.995078,3,3,0.74677,0.853865,0.083,0.01605,62.30146,48,31.15073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Kitaoka-2009-Tree Physiology,42.67N,141.58E,7.6,1192,5.5,Quercus mongolica,Fagaceae,Quercus,C3,non-legumes,Managed,Woody,Tree,Broadleaf,Deciduous,NH4+,60,2,120,6.386195,3.890478,3,3,0.320452,0.107058,0.49561,0.00109,915.99052,48,457.99526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Achillea millefolium,Asteraceae,Achillea,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,14.07,15.37,3,3,2.85,2.75,-0.08828,0.0244,40.98509,49,40.98509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Agropyron repens,Poaceae,Agropyron,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,13.97,10.03,3,3,2.76,2.59,0.33137,0.03514,28.45457,50,28.45457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Amorpha canescens,Fabaceae,Amorpha,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,14.56,14.36,3,3,2.7,2.76,0.01355,0.0238,42.02006,51,42.02006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Andropogon gerardii,Poaceae,Andropogon,C4,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,14.36,15.4,3,3,2.69,2.76,-0.07043,0.02246,44.51927,52,44.51927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Anemone cylindrica,Ranunculaceae,Anemone,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,8.16,9.77,3,3,2.79,2.75,-0.17994,0.06534,15.30451,53,15.30451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Bromus inermis,Poaceae,Bromus,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,10.31,9.59,3,3,2.69,2.82,0.07243,0.05152,19.4105,54,19.4105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Koeleria cristata,Poaceae,Koeleria,C3,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,12.42,14.66,3,3,2.69,2.65,-0.16642,0.02656,37.65158,55,37.65158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Lespedeza capitata,Fabaceae,Lespedeza,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,1,40,11.55,13.45,3,3,2.8,2.76,-0.1528,0.03365,29.71733,56,29.71733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Lupinus perennis,Fabaceae,Lupinus,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,18.39,16.24,3,3,3.03,2.7,0.12388,0.01827,54.74766,57,54.74766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Petalostemum villosum,Fabaceae,Petalostemum,C3,legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,24.35,21.7,3,3,2.46,2.49,0.11515,0.00781,128.02657,58,128.02657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Schizachyrium scoparium,Poaceae,Schizachyrium,C4,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,16.97,13.68,3,3,2.76,2.66,0.21548,0.02145,46.62827,59,46.62827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Solidago rigida,Asteraceae,Solidago,C3,non-legumes,Natural,Herb,Forb,NA,NA,NH4NO3,40,2,80,14.42,13.76,3,3,2.85,2.75,0.04678,0.02639,37.89109,60,37.89109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Lee-2001-New Phytologist,45 N,93W,6.9,660,6.2,Sorghastrum nutans,Poaceae,Sorghastrum,C4,non-legumes,Natural,Herb,Grass,NA,NA,NH4NO3,40,2,80,22.93,16.62,3,3,2.83,2.73,0.32152,0.01406,71.13549,61,71.13549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,1,150,1.87,2.4,3,3,0.415692,1.03923,-0.24953,0.07897,12.66276,62,4.22092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,1,50,3.74,2.4,3,3,0.571577,1.03923,0.44362,0.07029,14.22769,62,4.742563333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Castanopsis chinensis,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,4.4,2.4,3,3,0.398372,1.03923,0.60614,0.06523,15.3298,62,5.109933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,1,150,2.24,2.27,3,3,0.876418,1.065211,-0.0133,0.12443,8.03678,63,2.678926667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,1,50,2.56,2.27,3,3,0.928379,1.065211,0.12023,0.11724,8.52964,63,2.843213333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Cryptocarya concinna,Lauraceae,Cryptocarya,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,2.6,2.27,3,3,0.976877,1.065211,0.13573,0.12046,8.30178,63,2.76726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2013-Acta Ecologica Sinica,26.03N,119.20E,19.5,2153,6.1,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,1,50,5.42,5.25,4,4,0.08,0.12,0.03187,1.9e-4,5403.13509,64,900.522515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,50,1,50,2.68,2.56,3,3,0.467654,0.311769,0.04581,0.01509,66.25299,64,11.042165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,1,150,2.84,2.56,3,3,0.536936,0.311769,0.1038,0.01686,59.31674,64,9.886123333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2013-Acta Ecologica Sinica,26.03N,119.20E,19.5,2153,6.1,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,150,1,150,6.09,5.25,4,4,0.16,0.12,0.14842,3e-4,3298.43225,64,549.7387083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2013-Acta Ecologica Sinica,26.03N,119.20E,19.5,2153,6.1,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,6.36,5.25,4,4,0.1,0.12,0.1918,1.9e-4,5197.03106,64,866.1718433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2004-Acta Ecologica Sinica,23.16N,112.16E,22.2,1768,5.03,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,3.14,2.56,3,3,0.415692,0.311769,0.20422,0.01079,92.7139,64,15.45231667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Acmena acuminatissima,Myrtaceae,Acmena,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,4.208266,4.02398,3,3,1.087958,1.238274,0.04478,0.05384,18.5723,65,9.28615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Acmena acuminatissima,Myrtaceae,Acmena,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,5.409061,4.999678,3,3,2.063968,1.613508,0.0787,0.08325,12.01201,65,6.006005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Castanopsis hystrix,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,2.527038,4.106664,3,3,1.050435,0.337622,-0.48556,0.05985,16.70868,66,8.35434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Castanopsis hystrix,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,3.990364,3.844089,3,3,2.026577,1.95122,0.03735,0.17186,5.81872,66,2.90936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Ormosia pinnata,Fabaceae,Ormosia,C3,legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,7.262675,6.928606,3,3,2.701644,2.551461,0.04709,0.09133,10.9495,67,5.47475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Ormosia pinnata,Fabaceae,Ormosia,C3,legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,6.13675,5.08969,3,3,1.27593,1.31341,0.18708,0.03661,27.31729,67,13.658645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,4,400,7.007738,7.048326,3,3,2.776691,2.289153,-0.00578,0.08749,11.42937,68,5.714685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Li-2015-Journal of Plant Ecology,23.33N,113.50E,21.5,1750,4.15,Schima superba,Theaceae,Schima,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,3,300,7.420363,6.935977,3,3,2.101225,3.752168,0.06751,0.12428,8.04644,68,4.02322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Liu-2011-Journal of Soils and Sediments,23.33N,113.5E,21.5,1750,5.7,Acmena acuminatissima,Myrtaceae,Acmena,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,3.91,5.74,4,4,1.34,3.44,-0.38338,0.11954,8.36571,69,8.36571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Liu-2011-Journal of Soils and Sediments,23.33N,113.5E,21.5,1750,5.7,Castanopsis hystrix,Fagaceae,Castanopsis,C3,non-legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,13.26,11.26,4,4,2.78,5.55,0.16357,0.07167,13.95298,70,13.95298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aarea,Liu-2011-Journal of Soils and Sediments,23.33N,113.5E,21.5,1750,5.7,Ormosia pinnata,Fabaceae,Ormosia,C3,legumes,Natural,Woody,Tree,Broadleaf,Evergreen,NH4NO3,100,1,100,9.13,9.71,4,4,2.01,1.44,-0.06173,0.01758,56.87135,71,56.87135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
